abs_page_link,abstract,all_categories,arxiv_id,author,authors,comment,created_at,journal_ref,last_author,pdf_link,primary_category,published,title,updated_at
http://arxiv.org/abs/1901.00920v1,"The $\mu$eV axion is a well-motivated extension to the standard model. The
Axion Dark Matter eXperiment (ADMX) collaboration seeks to discover this
particle by looking for the resonant conversion of dark-matter axions to
microwave photons in a strong magnetic field. In this Letter, we report results
from a pathfinder experiment, the ADMX ""Sidecar,"" which is designed to pave the
way for future, higher mass, searches. This testbed experiment lives inside of
and operates in tandem with the main ADMX experiment. The Sidecar experiment
excludes masses in three widely spaced frequency ranges (4202-4249, 5086-5799,
and 7173-7203 MHz). In addition, Sidecar demonstrates the successful use of a
piezoelectric actuator for cavity tuning. Finally, this publication is the
first to report data measured using both the TM$_{010}$ and TM$_{020}$ modes.","hep-ex, astro-ph.CO, physics.ins-det",1901.00920v1,E. Lentz (University of Göttingen),"C. Boutan, M. Jones, B. H. LaRoque, N. S. Oblath, R. Cervantes, N. Du, N. Force, S. Kimes, R. Ottens, L. J. Rosenberg, G. Rybka, J. Yang, G. Carosi, N. Woollett, D. Bowring, A. S. Chou, R. Khatiwada, A. Sonnenschein, W. Wester, R. Bradley, E. J. Daw, A. Agrawal, A. V. Dixit, J. Clarke, S. R. O'Kelley, N. Crisosto, J. R. Gleason, S. Jois, P. Sikivie, I. Stern, N. S. Sullivan, D. B. Tanner, P. M. Harrington, E. Lentz","7 Pages, 4 figures",2019-01-07 20:12:46,Phys. Rev. Lett. 121 (2018) 261302,E. Lentz (University of Göttingen),http://arxiv.org/pdf/1901.00920v1,hep-ex,2019-01-03T21:51:57Z,Piezoelectrically Tuned Multimode Cavity Search for Axion Dark Matter,2019-01-07 20:12:46
http://arxiv.org/abs/1901.01120v1,"In this paper a new comprehensive analysis of parton-to-pion fragmentation
functions (FFs) is performed for the first time by including all experimental
data sets on single inclusive pion as well as unidentified light charged hadron
production in electron-positron ($e^+e^-$) annihilation. We determine the pion
FFs along with their uncertainties using the standard ""Hessian"" technique at
next-to-leading order (NLO) and next-to-next-to leading order (NNLO) in
perturabative QCD. It is shown that the determination of pion FFs using
simultaneously the data sets from pion and unidentified light charged hadron
productions leads to the reduction of all pion FFs uncertainties especially for
the case of strange quark and gluon FFs by significant factors. In this study,
we have quantified the constraints that these data sets could impose on the
extracted pion FFs. Our results also illustrate the significant improvement in
the precision of FFs fits achievable by inclusion of higher order corrections.
The improvements on both FFs uncertainties as well as fit quality have been
clearly discussed.","hep-ph, hep-ex",1901.01120v1,Hamzeh Khanpour,"Maryam Soleymaninia, Muhammad Goharipour, Hamzeh Khanpour","36 pages, 9 figures and 3 tables",2019-01-07 20:12:48,No journal ref found,Hamzeh Khanpour,http://arxiv.org/pdf/1901.01120v1,hep-ph,2019-01-04T14:22:17Z,"The impact of unidentified light charged hadron data on the
  determination of pion fragmentation functions",2019-01-07 20:12:48
http://arxiv.org/abs/1901.01162v1,"In this contribution we present an overview of recent results concerning the
impact of a possible flavour dependence of the intrinsic quark transverse
momentum on electroweak observables. In particular, we focus on the $q_T$
spectrum of electroweak gauge bosons produced in proton-proton collisions at
the LHC and on the direct determination of the $W$ boson mass. We show that
these effects are comparable in size to other non-perturbative effects commonly
included in phenomenological analyses, and should thus be included in precise
theoretical predictions for present and future hadron colliders.","hep-ph, hep-ex",1901.01162v1,Andrea Signori (Argonne National Laboratory),"Giuseppe Bozzi, Andrea Signori","Prepared for the Special Issue ""Transverse Momentum Dependent
  Observables from Low to High Energy: Factorization, Evolution, and Global
  Analyses"" which will be published in Advances in High Energy Physics",2019-01-07 20:12:49,No journal ref found,Andrea Signori (Argonne National Laboratory),http://arxiv.org/pdf/1901.01162v1,hep-ph,2019-01-04T14:56:52Z,"Non-perturbative uncertainties on the transverse momentum distribution
  of electroweak bosons and on the determination of the $W$ boson mass at the
  LHC",2019-01-07 20:12:49
http://arxiv.org/abs/1709.06195v2,"These are lecture notes presented at the 2017 CTEQ Summer School at the
University of Pittsburgh and the 2018 CTEQ Summer School at the University of
Puerto Rico, Mayaguez. The title is a reference to hep-th/0309149 and
introduces perturbative QCD and its application to jet substructure from a
bottom-up perspective based on the approximation of QCD as a weakly-coupled,
conformal field theory. Using this approach, a simple derivation of the Sudakov
form factor with soft gluon emission modeled as a Poisson process is presented.
Topics of the identification and discrimination of quark- versus
gluon-initiated jets and jet grooming are also discussed.","hep-ph, hep-ex",1709.06195v2,Andrew J. Larkoski,Andrew J. Larkoski,"16 pages, 18 figures. Comments welcome!, v2: updated to include both
  lectures from the 2018 CTEQ school",2019-01-07 20:12:50,No journal ref found,Andrew J. Larkoski,http://arxiv.org/pdf/1709.06195v2,hep-ph,2017-09-18T22:56:57Z,An Unorthodox Introduction to QCD,2019-01-07 20:12:50
http://arxiv.org/abs/1804.02519v3,"The spectroscopic parameters and partial decay widths of the light mesons $
a_0(980) $ and $K_{0}^{\ast}(800)$ are calculated by treating them as scalar
diquark-antidiquark states. The masses and couplings of the mesons are found in
the framework of QCD two-point sum rule approach. The widths of the decay
channels $a_0(980) \to \eta \pi$ and $a_0(980) \to K \bar{K}$, and $
K_{0}^{\ast}(800) \to K^{+} \pi^{-}$ and $K_{0}^{\ast}(800) \to K^{0} \pi^{0} $
are evaluated using QCD sum rules on the light-cone and technical tools of the
soft meson approximation. Our results for the mass of the mesons
$m_{a_0}=991^{+29}_{-27} \ \mathrm{MeV}$ and $m_{K^{ \ast}}=767^{+38}_{-29} \
\mathrm{MeV}$, as well as their total width $\Gamma _{\mathrm{a_0}}=62.01\pm
14.37\ \mathrm{MeV}$ and $\Gamma _{\mathrm{ K_0^{\ast}}}=401.1\pm 87.1\
\mathrm{MeV}$ are compared with last experimental data.","hep-ph, hep-ex, hep-lat",1804.02519v3,H. Sundu,"S. S. Agaev, K. Azizi, H. Sundu",10 Pages and 4 Figures,2019-01-07 20:12:51,No journal ref found,H. Sundu,http://arxiv.org/pdf/1804.02519v3,hep-ph,2018-04-07T07:22:44Z,"The nonet of the light scalar tetraquarks: the mesons $a_0(980)$ and
  $K_{0}^{\ast }(800)$",2019-01-07 20:12:51
http://arxiv.org/abs/1806.01317v2,"Signature of heavier charged Higgs boson, much above the top quark mass, is
investigated at the LHC Run 2 experiments, following its decay mode via top and
bottom quark focusing on both hadronic and leptonic signal final states. The
generic two Higgs doublet model framework is considered with a special emphasis
on supersymmetry motivated Type II model. The signal is found to heavily
affected by the huge irreducible backgrounds due to the top pair production and
QCD events. The jet substructure technique is used to tag moderately boosted
top jets in order to reconstruct charged Higgs mass. The simple cut based
analysis is performed optimizing various kinematic selections, and the signal
sensitivity is found to be reasonable for only lower range of charged Higgs
masses for very high luminosity 3000 fb$^{-1}$ option. However, employing the
multi-variate analysis(MVA) technique, a remarkable improvement in signal
sensitivity is achieved. We find, the charged Higgs signal for the mass range
about $300-600$ is observable with 1000 fb$^{-1}$ luminosity option. However,
for more high luminosity option 3000 fb$^{-1}$, the discovery potential can be
extended to $700-800$ GeV.","hep-ph, hep-ex",1806.01317v2,Aravind H. Vijay,"Monoranjan Guchait, Aravind H. Vijay","38 pages, 7 figures, simple tex Made significant additions to content
  and references, significant corrections to content. Published in PRD: Phys.
  Rev. D 98, 115028 - Published 26 December 2018",2019-01-07 20:12:53,"Phys. Rev. D 98, 115028 (2018)",Aravind H. Vijay,http://arxiv.org/pdf/1806.01317v2,hep-ph,2018-06-04T18:35:16Z,Probing Heavy Charged Higgs Boson at the LHC,2019-01-07 20:12:53
http://arxiv.org/abs/1808.01419v2,"Recently, several $B$-physics experiments report interesting anomalies in the
semi-leptonic decays of $B$-mesons, such as the excess in the $R_{D^{(\ast)}}$
measurements. These anomalies seem to suggest intriguing hints of lepton flavor
non-universality, and the R-parity violating (RPV) interactions are candidates
for explaining this non-universality. In this paper, we discuss the RPV
interactions for resolving the $R_{D^{(\ast)}}$ anomaly with the Grand Unified
Theory (GUT) assumption. To solve the $R_{D^{(\ast)}}$ anomaly, it is known
that large RPV couplings and around $1~{\rm TeV}$ sfermion masses are required.
At the same time, large RPV couplings are conducive to realize the bottom-tau
Yukawa unification which appears in the GUT models. On the other hand, there
are problems for realizing favorable sfermion masses in the constrained minimal
supersymetric standard model. To resolve these problems, we show that two
non-universalities, the non-universal sfermion masses and the non-universal
gaugino masses, are favorable.","hep-ph, hep-ex",1808.01419v2,Ya-Dong Yang,"Quan-Yi Hu, Xin-Qiang Li, Yu Muramatsu, Ya-Dong Yang","21 pages, 2 tables, 6 figures; more discussions and references added,
  final version to be published in PRD",2019-01-07 20:12:54,No journal ref found,Ya-Dong Yang,http://arxiv.org/pdf/1808.01419v2,hep-ph,2018-08-04T03:47:42Z,"R-parity violating solutions to the $R_{D^{(\ast)}}$ anomaly and their
  GUT-scale unifications",2019-01-07 20:12:54
http://arxiv.org/abs/1809.02009v3,"Longitudinal phase space analyses as introduced by van Hove provided a
simplified method of separating different reaction production mechanisms. Cuts
in the longitudinal phase space can help to select specific reaction kinematics
but also induce nonflat acceptance effects in angular distributions. We show
that in photoproduction reactions dominated by t-channel exchanges, selection
of meson or baryon production over a large mass range can be optimized through
calculating mass-dependent cut limits compared to cuts on a van Hove plot
sector alone. A cut is presented that improves this selection of one type of
hadron production by rejecting another. In addition we demonstrate that using
cuts in longitudinal phase space preserves sufficient information to reliably
extract observables from the angular distribution of the final state particles.","nucl-ex, hep-ex",1809.02009v3,A. P. Szczepaniak,"P. Pauli, D. I. Glazier, M. Battaglieri, A. Celentano, R. De Vita, S. Diehl, A. Filippi, J. T. Londergan, V. Mathieu, A. P. Szczepaniak","9 pages, 9 figures, copyright APS",2019-01-07 20:12:56,"Phys. Rev. C 98, 065201 (2018)",A. P. Szczepaniak,http://arxiv.org/pdf/1809.02009v3,nucl-ex,2018-09-06T14:26:18Z,Mass-dependent cuts in longitudinal phase space,2019-01-07 20:12:56
http://arxiv.org/abs/1804.02519v3,"The spectroscopic parameters and partial decay widths of the light mesons $
a_0(980) $ and $K_{0}^{\ast}(800)$ are calculated by treating them as scalar
diquark-antidiquark states. The masses and couplings of the mesons are found in
the framework of QCD two-point sum rule approach. The widths of the decay
channels $a_0(980) \to \eta \pi$ and $a_0(980) \to K \bar{K}$, and $
K_{0}^{\ast}(800) \to K^{+} \pi^{-}$ and $K_{0}^{\ast}(800) \to K^{0} \pi^{0} $
are evaluated using QCD sum rules on the light-cone and technical tools of the
soft meson approximation. Our results for the mass of the mesons
$m_{a_0}=991^{+29}_{-27} \ \mathrm{MeV}$ and $m_{K^{ \ast}}=767^{+38}_{-29} \
\mathrm{MeV}$, as well as their total width $\Gamma _{\mathrm{a_0}}=62.01\pm
14.37\ \mathrm{MeV}$ and $\Gamma _{\mathrm{ K_0^{\ast}}}=401.1\pm 87.1\
\mathrm{MeV}$ are compared with last experimental data.","hep-ph, hep-ex, hep-lat",1804.02519v3,H. Sundu,"S. S. Agaev, K. Azizi, H. Sundu",10 Pages and 4 Figures,2019-01-07 20:12:57,No journal ref found,H. Sundu,http://arxiv.org/pdf/1804.02519v3,hep-ph,2018-04-07T07:22:44Z,"The nonet of the light scalar tetraquarks: the mesons $a_0(980)$ and
  $K_{0}^{\ast }(800)$",2019-01-07 20:12:57
http://arxiv.org/abs/1901.00875v1,"We present a study for the generation of events from a physical process with
generative deep learning. To simulate physical processes it is not only
important to produce physical events, but also to produce the events with the
right frequency of occurrence (density). We investigate the feasibility to
learn the event generation and the frequency of occurrence with Generative
Adversarial Networks (GANs) and Variational Autoencoders (VAEs) to produce
events like Monte Carlo generators. We study three toy models from high energy
physics, i.e. a simple two-body decay, the processes $e^+e^-\to Z \to l^+l^-$
and $p p \to t\bar{t} $ including the decay of the top quarks and a simulation
of the detector response. We show that GANs and the standard VAE do not produce
the right distributions. By buffering density information of Monte Carlo events
in latent space given the encoder of a VAE we are able to construct a prior for
the sampling of new events from the decoder that yields distributions that are
in very good agreement with real Monte Carlo events and are generated
$\mathcal{O}(10^8)$ times faster. Applications of this work include generic
density estimation and sampling, targeted event generation via a principal
component analysis of encoded events in the latent space and the possibility to
generate better random numbers for importance sampling, e.g. for the phase
space integration of matrix elements in quantum perturbation theories. The
method also allows to build event generators directly from real data events.","hep-ph, hep-ex, physics.data-an",1901.00875v1,Rob Verheyen,"Sydney Otten, Sascha Caron, Wieske de Swart, Melissa van Beekveld, Luc Hendriks, Caspar van Leeuwen, Damian Podareanu, Roberto Ruiz de Austri, Rob Verheyen","11 pages, 7 figures",2019-01-07 20:12:58,No journal ref found,Rob Verheyen,http://arxiv.org/pdf/1901.00875v1,hep-ph,2019-01-03T19:01:09Z,Event Generation and Statistical Sampling with Deep Generative Models,2019-01-07 20:12:58
http://arxiv.org/abs/1901.00995v1,"We study the physical conditions for the occurrence of ferromagnetic
instability in a neutral plasma of fermions. We consider a system of two
species $M$ and $Y$ which are oppositely charged under a local $U(1)_{X}$, with
$M$ much lighter than $Y$. The leading correction to free quasiparticle
behaviour for the lighter species arises from the exchange interaction, while
the heavier species remain spectators. This plasma, which is abelian,
asymmetric and idealised, is shown to be naturally susceptible to the formation
of a completely spin-imbalanced ferromagnetic state for the lighter species
(dubbed a magnino) in large parts of parameter space. It is shown that the
domain structure formed by this ferromagnetic state can mimic Dark Energy,
determining the masses of the two fermion species involved, depending on their
abundance relative to the standard photons. Incomplete cancellation of the
X-magnetic fields among the domains can give rise to residual long range
$X$-magnetic fields. Under the assumption that this $U(1)_{X}$ mixes with
Maxwell electromagnetism, this provides a mechanism for the seed for
cosmic-scale magnetic fields. An extended model with several flavours $M_a$ and
$Y_a$ of the species can incorporate Dark Matter. Thus the scenario shows the
potential for explaining the large scale magnetic fields, and what are arguably
the two most important outstanding puzzles of cosmology: Dark Matter and Dark
Energy.","astro-ph.CO, hep-ph",1901.00995v1,U. A. Yajnik,"R. B. MacKenzie, M. B. Paranjape, U. A. Yajnik",34 pages 10 figures,2019-01-07 20:13:01,No journal ref found,U. A. Yajnik,http://arxiv.org/pdf/1901.00995v1,astro-ph.CO,2019-01-04T06:56:20Z,Cosmic Ferromagnetism of Magninos,2019-01-07 20:13:01
http://arxiv.org/abs/1901.01017v1,"These lectures provide a concise introduction to the so-called ""Beyond the
Standard Model""' physics, with particular emphasis on the problem of the
microscopic origin of the Higgs mass term and of the Electro-Weak symmetry
breaking scale in connection with Naturalness. The standard scenarios of
Supersymmetry and Composite Higgs are shortly reviewed. An attempt is made to
summarise the implications of the LHC run-$1$ results on what we expect to lie
beyond (or behind) the Standard Model.",hep-ph,1901.01017v1,Andrea Wulzer,Andrea Wulzer,"Presented at the Proceedings of the 2015 European School of
  High-Energy Physics, Bansko, Bulgaria -- 2-15 September 2015",2019-01-07 20:13:02,"CERN-2018-008-SP, pp. 91-140",Andrea Wulzer,http://arxiv.org/pdf/1901.01017v1,hep-ph,2019-01-04T08:23:43Z,Behind the Standard Model,2019-01-07 20:13:02
http://arxiv.org/abs/1901.01022v1,"We study oscillations of Dirac neutrinos in background matter and a plane
electromagnetic wave. We find the new exact solution of the Dirac-Pauli
equation for a massive neutrino with the anomalous magnetic moment
electroweakly interacting with matter under the influence of a plane
electromagnetic wave with the circular polarization. We use this result to
describe neutrino spin oscillations in the external fields in question. Then we
consider several neutrino flavors and study neutrino spin-flavor oscillations
in this system. For this purpose we formulate the initial condition problem and
solve it accounting for the considered external fields. We derive the
analytical expressions for the transition probabilities for spin-flavor
oscillations for different types of neutrino magnetic moments. These analytical
expressions are compared with the numerical solutions of the effective
Schrodinger equation and with the findings of other authors. Finally, we
briefly discuss some possible astrophysical applications.",hep-ph,1901.01022v1,Maxim Dvornikov (IZMIRAN),Maxim Dvornikov,"17 pages in LaTeX, 4 eps fugures",2019-01-07 20:13:03,No journal ref found,Maxim Dvornikov (IZMIRAN),http://arxiv.org/pdf/1901.01022v1,hep-ph,2019-01-04T08:48:41Z,"Spin-flavor oscillations of Dirac neutrinos in matter under the
  influence of a plane electromagnetic wave",2019-01-07 20:13:03
http://arxiv.org/abs/1901.01120v1,"In this paper a new comprehensive analysis of parton-to-pion fragmentation
functions (FFs) is performed for the first time by including all experimental
data sets on single inclusive pion as well as unidentified light charged hadron
production in electron-positron ($e^+e^-$) annihilation. We determine the pion
FFs along with their uncertainties using the standard ""Hessian"" technique at
next-to-leading order (NLO) and next-to-next-to leading order (NNLO) in
perturabative QCD. It is shown that the determination of pion FFs using
simultaneously the data sets from pion and unidentified light charged hadron
productions leads to the reduction of all pion FFs uncertainties especially for
the case of strange quark and gluon FFs by significant factors. In this study,
we have quantified the constraints that these data sets could impose on the
extracted pion FFs. Our results also illustrate the significant improvement in
the precision of FFs fits achievable by inclusion of higher order corrections.
The improvements on both FFs uncertainties as well as fit quality have been
clearly discussed.","hep-ph, hep-ex",1901.01120v1,Hamzeh Khanpour,"Maryam Soleymaninia, Muhammad Goharipour, Hamzeh Khanpour","36 pages, 9 figures and 3 tables",2019-01-07 20:13:05,No journal ref found,Hamzeh Khanpour,http://arxiv.org/pdf/1901.01120v1,hep-ph,2019-01-04T14:22:17Z,"The impact of unidentified light charged hadron data on the
  determination of pion fragmentation functions",2019-01-07 20:13:05
http://arxiv.org/abs/1901.01154v1,"In this paper, we study mass spectrum of X(5568) resonance by Artificial
Neural Network method. Two scenarios, diquark-antidiquark and molecule, are
taken into account. We have solved Schr\""odinger equation in four regions as a
function of $r$ and found that diquark-antidiquark scenario is more suitable
for the mass of X(5568).",hep-ph,1901.01154v1,Halil Mutuk,Halil Mutuk,"5 pages, 1 figure, 2 tables",2019-01-07 20:13:06,No journal ref found,Halil Mutuk,http://arxiv.org/pdf/1901.01154v1,hep-ph,2019-01-03T12:14:08Z,Mass Spectrum of Exotic X(5568) State via Artificial Neural Network,2019-01-07 20:13:06
http://arxiv.org/abs/1901.01155v1,"We revisit a dynamical symmetry breaking model with 4-fermion interactions. A
prescription is proposed to remove the momentum routing ambiguity associated
with fermion-antifermion condensations. The dynamically generated composite
boson mass and vacuum energy are both technically natural, due to the
protection from global symmetries. In the presence of a negative cosmological
constant stemming from dynamical symmetry breaking, it's shown that the
late-time cosmic acceleration can be realized in the framework of modified
Friedmannian cosmology. We suggest that the total mass-energy density is Planck
natural in the sense that it's of order 1 in Planck units at Planck time. The
universe may have evolved from the everlasting coasting state in the past to
the accelerating epoch characterized by the deceleration parameter of -0.5 at
low redshifts. The paper also serves as an introduction to the Clifford
functional integral formalism.","hep-ph, gr-qc, hep-th",1901.01155v1,Wei Lu,Wei Lu,"30 pages. arXiv admin note: text overlap with arXiv:1112.3960,
  arXiv:1512.05356, arXiv:1010.5822 by other authors",2019-01-07 20:13:07,No journal ref found,Wei Lu,http://arxiv.org/pdf/1901.01155v1,hep-ph,2019-01-03T14:45:08Z,The case for a natural composite boson and negative vacuum energy,2019-01-07 20:13:07
http://arxiv.org/abs/1901.01162v1,"In this contribution we present an overview of recent results concerning the
impact of a possible flavour dependence of the intrinsic quark transverse
momentum on electroweak observables. In particular, we focus on the $q_T$
spectrum of electroweak gauge bosons produced in proton-proton collisions at
the LHC and on the direct determination of the $W$ boson mass. We show that
these effects are comparable in size to other non-perturbative effects commonly
included in phenomenological analyses, and should thus be included in precise
theoretical predictions for present and future hadron colliders.","hep-ph, hep-ex",1901.01162v1,Andrea Signori (Argonne National Laboratory),"Giuseppe Bozzi, Andrea Signori","Prepared for the Special Issue ""Transverse Momentum Dependent
  Observables from Low to High Energy: Factorization, Evolution, and Global
  Analyses"" which will be published in Advances in High Energy Physics",2019-01-07 20:13:08,No journal ref found,Andrea Signori (Argonne National Laboratory),http://arxiv.org/pdf/1901.01162v1,hep-ph,2019-01-04T14:56:52Z,"Non-perturbative uncertainties on the transverse momentum distribution
  of electroweak bosons and on the determination of the $W$ boson mass at the
  LHC",2019-01-07 20:13:08
http://arxiv.org/abs/1901.01170v1,"In this talk I will present the work that we did in
\cite{1}\cite{2}\cite{3}\cite{4}\cite{5} related to observed lepton
universality violation by Babar, Belle and LHCb in R($D^{(*)}$) and
$R_{K^{(*)}}$ as well as the reported deviation in muon (g-2) by BNL. We had
shown that all these anomalies as well as Baryon-genesis, Dark-matter and small
neutrino masses could be explained by introducing new exotic scalars, leptons
and scalar-leptoquarks only. It turn out that some of these models have very
peculiar signatures such as prediction of existence of heavy stable charged
particle \cite{1}\cite{2}, vector like fourth generation leptons \cite{3} or
even scalar Baryonic DM candidates etc. Some of these models turn out to have
very unique collider signatures as well such as $ee/pp \rightarrow
\mu\mu(\tau\tau)\ +\ missing\ energy\ (ME)$, see \cite{1}\cite{2}\cite{4}. This
is interesting in the sense that such peculiar signatures of these new
particles can be searched in the upcoming HL-LHC or with even better chance of
observing these signatures are in the upcoming precision machines such as ILC,
CEPC etc.",hep-ph,1901.01170v1,Lobsang Dhargyal,Lobsang Dhargyal,"based on a Talk given at 23rd DAE-BRNS High Energy Physics Symposium
  2018, IIT Chennai, 10-14 Dec. 2018",2019-01-07 20:13:09,No journal ref found,Lobsang Dhargyal,http://arxiv.org/pdf/1901.01170v1,hep-ph,2019-01-03T15:01:24Z,"Exotic Leptonic solutions to observed anomalies in lepton universality
  observables and more",2019-01-07 20:13:09
http://arxiv.org/abs/1901.01175v1,"A framework for an improved TMD (iTMD) factorization scheme at small $x$,
involving off-shell perturbative subamplitudes, was recently developed as an
interpolation between the TMD $k_t \ll Q$ regime and the BFKL $k_t \sim Q$
regime. In this article, we study the relation between CGC and iTMD amplitudes.
We first show how the dipole-size expansion of CGC amplitudes resembles the
twist expansion of a TMD amplitude. Then, by isolating kinematic twists, we
prove that iTMD amplitudes are obtained with infinite kinematic twist accuracy
by simply getting rid of all genuine twist contributions in a CGC amplitude.
Finally we compare the amplitudes obtained via a proper kinematic twist
expansion to those obtained via a more standard dilute expansion to show the
relation between the iTMD framework and the dilute low $x$ framework.",hep-ph,1901.01175v1,Piotr Kotko,"Tolga Altinoluk, Renaud Boussarie, Piotr Kotko","42 pages, 7 figures, 1 table",2019-01-07 20:13:12,No journal ref found,Piotr Kotko,http://arxiv.org/pdf/1901.01175v1,hep-ph,2019-01-04T15:31:25Z,Interplay of the CGC and TMD frameworks to all orders in kinematic twist,2019-01-07 20:13:12
http://arxiv.org/abs/1901.01205v1,"A set of fully constrained Majorana neutrino mass matrices consistent with
the experimental data was proposed in 2012. In the framework of the
representation theory of finite groups, it was recently shown that a fully
constrained mass matrix can be conveniently mapped into a sextet of
$\Sigma(72\times 3)$. In this paper, we expand on this work and introduce a
formalism to incorporate additional symmetries onto $\Sigma(72\times 3)$, so
that the vacuum alignment of the sextet is entirely determined by the flavour
symmetries alone. The complete flavour group is $\Sigma(72\times3)\times
X_{24}\times X_{24}$ where $X_{24}$ is a finite group specifically constructed
with the required symmetries. Here, we define several flavons which transform
as multiplets under $\Sigma(72\times 3)$ as well as $X_{24}$. Our construction
ensures that the vacuum alignment of each of these flavons is a simultaneous
invariant eigenstate of specific elements of the groups $\Sigma(72\times 3)$
and $X_{24}$, i.e. the vacuum alignment is fully determined by its symmetries.
The flavons couple together uniquely to reproduce the fully constrained sextet
of $\Sigma(72\times 3)$.",hep-ph,1901.01205v1,R. Krishnan,R. Krishnan,"12 pages, 3 figures",2019-01-07 20:13:13,No journal ref found,R. Krishnan,http://arxiv.org/pdf/1901.01205v1,hep-ph,2019-01-04T16:48:21Z,"Fully Constrained Mass Matrix: Can Symmetries alone determine the Flavon
  Vacuum Alignments?",2019-01-07 20:13:13
http://arxiv.org/abs/1901.01209v1,"In this paper we present cosmological solutions of Double Field Theory in the
supergravity frame and in the winding frame which are related via T-duality. In
particular, we show that the solutions can be viewed without the need of
complexifying the cosmological scale factor.","hep-th, astro-ph.CO, gr-qc, hep-ph",1901.01209v1,"Guilherme Franzmann (McGill Univ. and IFT, UNESP)","Heliudson Bernardo, Robert Brandenberger, Guilherme Franzmann",7 pages,2019-01-07 20:13:14,No journal ref found,"Guilherme Franzmann (McGill Univ. and IFT, UNESP)",http://arxiv.org/pdf/1901.01209v1,hep-th,2019-01-04T16:56:55Z,T-Dual Cosmological Solutions of Double Field Theory II,2019-01-07 20:13:14
http://arxiv.org/abs/1901.01240v1,"We show that the cosmological abundance of string axions is much smaller than
naive estimates if the Hubble scale of inflation, H_{inf}, is sufficiently low
(but can still be much higher than the axion masses) and if the inflation lasts
sufficiently long. The reason is that the initial misalignment angles of the
string axions follow the Bunch-Davies distribution peaked at the potential
minima. As a result, the cosmological moduli problem induced by the string
axions can be significantly relaxed by low-scale inflation, and astrophysical
and cosmological bounds are satisfied over a wide range of the mass without any
fine-tuning of the initial misalignment angles. Specifically, the axion with
its decay constant f_\phi = 10^{16} GeV satisfies the bounds over 10^{-18} eV
\lesssim m_\phi \lesssim 10 TeV for H_{inf} \lesssim 10 keV- 10^6 GeV. We also
briefly discuss cases with multiple axions and the QCD axion.","hep-ph, astro-ph.CO, gr-qc, hep-th",1901.01240v1,Wen Yin,"Shu-Yu Ho, Fuminobu Takahashi, Wen Yin","20pages, 3figures",2019-01-07 20:13:15,No journal ref found,Wen Yin,http://arxiv.org/pdf/1901.01240v1,hep-ph,2019-01-04T18:42:32Z,Relaxing the Cosmological Moduli Problem by Low-scale Inflation,2019-01-07 20:13:15
http://arxiv.org/abs/1705.04941v3,"Following the thread of R. Gastmans, S. L. Wu and T. T. Wu, the calculation
in the unitary gauge for the $H \to \gamma \gamma$ process via one W loop is
repeated, without the specific choice of the independent integrated loop
momentum at the beginning. We start from the 'original' definition of each
Feynman diagram, and show that the 4-momentum conservation and the Ward
identity of the W-W-photon vertex can guarantee the cancellation of all terms
among the Feynman diagrams which are to be integrated to give divergences
higher than logarithmic. The remaining terms are to the most logarithmically
divergent, hence is independent from the set of integrated loop momentum. This
way of doing calculation is applied to $H \to \gamma Z $ process via one W loop
in the unitary gauge, the divergences proportional to $M_Z^2/M^3$ including
quadratic ones are all cancelled, and terms proportional to $M_Z^2/M^3$ are
shown to be zero. The way of dealing with the quadratic divergences
proportional to $M_Z^2/M^3$ in $H \to \gamma Z $ has subtle implication on the
employment on the Feynman rules especially when those rules can lead to high
level divergences. So calculation without integration on all the $\delta$
functions until have to is a more proper or maybe necessary way of the
employment of the Feynman rules.",hep-ph,1705.04941v3,Xiao-Feng Zhang,"Shi-Yuan Li, Zong-Guo Si, Xiao-Feng Zhang","1 figure, 34 pages (updated)",2019-01-07 20:13:16,No journal ref found,Xiao-Feng Zhang,http://arxiv.org/pdf/1705.04941v3,hep-ph,2017-05-14T09:54:54Z,"Cancellation of divergences in unitary gauge calculation of $H \to
  γγ$ process via one W loop, and application",2019-01-07 20:13:16
http://arxiv.org/abs/1709.06195v2,"These are lecture notes presented at the 2017 CTEQ Summer School at the
University of Pittsburgh and the 2018 CTEQ Summer School at the University of
Puerto Rico, Mayaguez. The title is a reference to hep-th/0309149 and
introduces perturbative QCD and its application to jet substructure from a
bottom-up perspective based on the approximation of QCD as a weakly-coupled,
conformal field theory. Using this approach, a simple derivation of the Sudakov
form factor with soft gluon emission modeled as a Poisson process is presented.
Topics of the identification and discrimination of quark- versus
gluon-initiated jets and jet grooming are also discussed.","hep-ph, hep-ex",1709.06195v2,Andrew J. Larkoski,Andrew J. Larkoski,"16 pages, 18 figures. Comments welcome!, v2: updated to include both
  lectures from the 2018 CTEQ school",2019-01-07 20:13:17,No journal ref found,Andrew J. Larkoski,http://arxiv.org/pdf/1709.06195v2,hep-ph,2017-09-18T22:56:57Z,An Unorthodox Introduction to QCD,2019-01-07 20:13:17
